Date,JNJ,PG,MSFT,KO,XOM,NKE,IBM,WMT,AAPL,JPM
2003-01-29,52.25,42.375,24.365,20.549999,33.450001,5.5775,79.5,48.18,1.0392860000000002,23.200001
2003-01-30,52.27,42.724998,25.08,20.375,34.43,5.70875,81.300003,48.110001000000004,1.07,23.5
2003-01-31,52.099998,42.150002,23.725,19.65,33.23,5.59625,77.699997,47.200001,1.013571,22.75
2003-02-03,53.5,42.779999,23.965,20.275,34.16,5.58125,78.199997,47.77,1.0292860000000001,23.5
2003-02-04,52.509997999999996,42.575001,23.9,20.004998999999998,34.5,5.5225,78.18,48.080002,1.032143,23.59
2003-02-05,52.759997999999996,42.955002,23.915001,20.275,34.98,5.46,77.849998,47.599998,1.050714,23.25
2003-02-06,52.110001000000004,42.549999,23.43,20.025,33.700001,5.41125,77.110001,48.5,1.025714,22.67
2003-02-07,51.700001,42.43,23.940001000000002,20.049999,33.849998,5.4225,77.970001,47.5,1.0392860000000002,22.6
2003-02-10,51.41,42.174999,23.4,19.85,33.549999,5.33125,77.099998,46.799999,1.018571,22.0
2003-02-11,52.490002000000004,42.439999,23.65,19.950001,33.849998,5.4975,78.300003,47.150002,1.035714,22.450001
2003-02-12,51.799999,41.625,23.275,19.690001000000002,33.369999,5.48125,77.5,47.419998,1.0192860000000001,22.0
2003-02-13,49.990002000000004,41.549999,23.205,19.889999,32.700001,5.46,76.099998,47.650002,1.0292860000000001,21.5
2003-02-14,51.310001,41.349998,23.625,20.075001,33.049999,5.5,76.400002,47.639998999999996,1.0435709999999998,21.299999
2003-02-18,53.0,41.950001,24.620001000000002,20.475,33.700001,5.64125,78.019997,49.650002,1.0535709999999998,22.08
2003-02-19,53.009997999999996,42.174999,24.82,20.594998999999998,33.759997999999996,5.695,79.08000200000001,49.07,1.076429,22.5
2003-02-20,53.099998,41.950001,24.77,20.24,34.0,5.70125,79.57,48.77,1.060714,22.6
2003-02-21,52.48,42.075001,24.290001,20.15,33.950001,5.735,79.489998,48.450001,1.058571,22.59
2003-02-24,53.490002000000004,41.849998,24.440001000000002,20.315001000000002,33.93,5.79625,79.699997,48.700001,1.0614290000000002,22.889999
2003-02-25,51.860001000000004,41.150002,23.540001,19.85,33.650002,5.60625,77.900002,47.279999,1.048571,22.0
2003-02-26,52.759997999999996,41.450001,24.07,20.15,33.91,5.675,78.449997,48.43,1.070714,22.35
2003-02-27,51.990002000000004,41.360001000000004,23.9,19.924999,33.939999,5.6425,77.900002,48.049999,1.040714,22.4
2003-02-28,52.529999,41.299999,23.74,20.129998999999998,34.150002,5.77875,77.0,48.299999,1.0614290000000002,22.639999
2003-03-03,53.16,41.174999,24.02,20.08,34.389998999999996,5.8125,78.900002,48.599998,1.072143,23.15
2003-03-04,52.439999,40.5,23.58,19.615,34.700001,5.84375,77.599998,48.0,1.052857,22.85
2003-03-05,51.52,39.875,23.07,18.725,34.23,5.7075,76.699997,46.91,1.0435709999999998,22.41
2003-03-06,52.599998,40.154999,23.17,18.775,34.75,5.79375,77.0,47.450001,1.0414290000000002,22.42
2003-03-07,52.549999,40.080002,22.950001,18.575001,34.099998,5.82625,75.709999,46.900002,1.033571,21.690001000000002
2003-03-10,54.549999,40.380001,23.309998999999998,18.700001,34.790001000000004,6.10625,77.449997,47.790001000000004,1.036429,21.870001000000002
2003-03-11,54.509997999999996,39.880001,23.059998999999998,18.549999,34.75,5.91,75.82,47.400002,1.025714,21.549999
2003-03-12,54.5,40.355,22.809998999999998,18.75,34.57,5.93125,75.25,46.810001,1.012143,20.5
2003-03-13,54.68,41.375,23.719998999999998,19.290001,34.380001,6.1125,75.989998,48.5,1.033571,21.25
2003-03-14,55.66,41.845001,24.68,19.825001,34.549999,6.15625,78.449997,49.5,1.048571,21.77
2003-03-17,54.450001,41.615002000000004,24.52,19.950001,34.450001,6.21875,78.0,49.5,1.0635709999999998,21.25
2003-03-18,56.389998999999996,42.75,25.889999,20.51,34.98,6.3625,82.459999,51.709998999999996,1.0714290000000002,22.879998999999998
2003-03-19,56.84,43.310001,25.98,20.485001,35.299999,6.155,82.089996,52.560001,1.076429,22.85
2003-03-20,57.169998,43.755001,26.02,20.905001000000002,35.369999,6.28,81.709999,52.720001,1.066429,22.780001000000002
2003-03-21,58.18,44.325001,26.75,20.975,36.0,6.625,82.760002,53.32,1.077857,23.889999
2003-03-24,57.099998,44.0,25.549999,20.9,35.950001,6.64,82.459999,54.360001000000004,1.047857,23.75
2003-03-25,56.5,43.785,25.6,20.450001,35.650002,6.54375,82.0,52.619999,1.0292860000000001,23.57
2003-03-26,57.09,44.014998999999996,25.459999,20.525,35.75,6.61125,83.0,53.310001,1.0392860000000002,23.9
2003-03-27,56.0,43.900002,24.940001000000002,20.24,35.700001,6.41875,80.75,53.0,1.022857,24.01
2003-03-28,56.0,44.389998999999996,24.67,20.43,35.619999,6.5225,81.050003,53.029999,1.028571,24.120001000000002
2003-03-31,56.75,44.25,24.25,20.16,35.450001,6.50625,79.260002,51.669998,1.023571,23.75
2003-04-01,57.869999,44.525002,24.459999,20.25,35.25,6.4375,78.5,52.099998,1.014286,24.15
2003-04-02,58.27,44.990002000000004,25.1,20.575001,35.950001,6.4625,79.900002,53.029999,1.025714,24.799999
2003-04-03,57.919998,45.055,25.99,20.725,35.709998999999996,6.58625,82.32,53.799999,1.04,25.4
2003-04-04,57.509997999999996,44.400002,25.76,21.055,35.259997999999996,6.5375,82.349998,53.799999,1.037143,25.34
2003-04-07,57.84,45.205002,26.23,21.275,35.98,6.5875,82.599998,55.709998999999996,1.060714,26.459999
2003-04-08,57.580002,44.509997999999996,25.309998999999998,20.975,35.0,6.44375,80.620003,54.400002,1.036429,25.85
2003-04-09,57.02,44.599998,25.610001,20.99,34.900002,6.5125,79.699997,54.549999,1.037143,26.049999
2003-04-10,57.720001,44.645,24.709999,20.924999,34.490002000000004,6.47375,79.099998,53.540001000000004,1.014286,25.73
2003-04-11,57.720001,44.575001,24.889999,20.875,34.599998,6.625,80.099998,54.099998,1.003571,26.0
2003-04-14,57.389998999999996,44.599998,24.27,20.715,34.259997999999996,6.565,78.5,52.98,0.9792860000000001,25.98
2003-04-15,56.5,44.700001,24.68,21.25,34.889998999999996,6.61875,80.07,54.299999,0.970714,26.51
2003-04-16,55.98,44.845001,25.6,20.325001,35.169998,6.77125,83.379997,55.290001000000004,0.9278569999999999,27.540001
2003-04-17,54.5,44.549999,24.77,19.959999,34.470001,6.53375,81.889999,54.540001000000004,0.942857,26.5
2003-04-21,55.52,44.775002,25.610001,20.275,35.099998,6.55,84.400002,55.419998,0.9378569999999999,27.309998999999998
2003-04-22,54.75,44.424999,25.059998999999998,19.950001,34.689999,6.4825,83.360001,54.48,0.9414290000000001,27.32
2003-04-23,56.200001,45.439999,25.75,20.139999,35.169998,6.66875,85.239998,55.400002,0.9664290000000001,28.75
2003-04-24,57.41,44.599998,25.48,19.975,35.049999,6.68125,84.650002,55.98,0.965714,28.73
2003-04-25,57.5,44.650002,25.33,20.025,35.0,6.625,85.209999,55.110001000000004,0.9614290000000001,28.75
2003-04-28,56.299999,44.689999,25.389999,19.92,34.880001,6.56875,84.050003,55.0,0.962857,28.0
2003-04-29,56.849998,45.299999,25.950001,20.165001,35.25,6.7475,85.339996,56.09,0.9985709999999999,28.690001000000002
2003-04-30,56.34,44.955002,25.73,20.309998999999998,34.720001,6.785,85.660004,57.509997999999996,0.995,29.139999
2003-05-01,56.360001000000004,45.040001000000004,25.540001,20.200001,35.32,6.71625,85.300003,56.32,1.017857,29.35
2003-05-02,55.950001,44.700001,25.65,20.1,35.48,6.59125,84.449997,55.150002,1.032857,29.15
2003-05-05,56.259997999999996,45.0,26.25,20.5,36.150002,6.725,87.199997,56.150002,1.055,30.0
2003-05-06,56.709998999999996,44.919998,25.860001,20.424999,35.48,6.6,86.300003,55.580002,1.151429,30.25
2003-05-07,56.52,44.855,26.110001,21.254998999999998,35.209998999999996,6.7775,86.949997,55.91,1.237857,30.450001
2003-05-08,57.009997999999996,44.575001,25.75,21.525,35.200001,6.7,86.370003,54.630001,1.264286,30.450001
2003-05-09,55.599998,44.564999,25.9,21.799999,35.330002,6.68375,86.900002,55.450001,1.309286,30.08
2003-05-12,56.09,44.625,26.15,21.995001000000002,35.369999,6.73125,87.550003,55.709998999999996,1.296429,30.08
2003-05-13,56.0,44.375,26.040001,22.15,35.59,6.8075,88.779999,55.759997999999996,1.316429,30.940001000000002
2003-05-14,55.869999,44.244999,26.08,22.299999,35.57,6.85,90.0,55.880001,1.345,30.73
2003-05-15,55.490002000000004,44.5,25.85,22.25,35.32,6.775,89.5,53.849998,1.328571,30.799999
2003-05-16,55.209998999999996,44.985001000000004,25.879998999999998,22.375,35.299999,6.76625,89.66999799999999,53.099998,1.327857,31.040001
2003-05-19,55.700001,45.055,25.4,21.85,35.169998,6.6075,88.050003,52.639998999999996,1.3235709999999998,31.25
2003-05-20,54.82,44.985001000000004,24.860001,22.1,35.189999,6.54625,86.58000200000001,52.48,1.292857,30.42
2003-05-21,54.099998,44.424999,24.629998999999998,22.125,35.32,6.525,85.769997,52.799999,1.270714,30.1
2003-05-22,53.450001,44.715,24.200001,22.07,35.639998999999996,6.55875,86.25,52.650002,1.277857,30.4
2003-05-23,53.27,44.560001,24.200001,22.15,35.849998,6.5375,85.75,52.75,1.300714,30.549999
2003-05-27,52.700001,44.900002,24.25,21.99,35.799999,6.4975,84.510002,52.0,1.282857,30.700001
2003-05-28,53.700001,45.560001,24.780001000000002,22.264999,36.509997999999996,6.73875,87.599998,52.599998,1.3214290000000002,32.200001
2003-05-29,53.91,45.825001,24.469998999999998,22.174999,36.450001,6.79625,87.57,53.349998,1.306429,32.75
2003-05-30,53.549999,45.564999,24.73,22.540001,35.970001,6.87375,87.449997,52.709998999999996,1.294286,32.59
2003-06-02,54.349998,45.915001000000004,24.98,22.969998999999998,36.529999,7.00625,89.0,52.959998999999996,1.292857,33.349998
2003-06-03,53.220001,45.709998999999996,24.75,23.025,36.73,6.94375,84.32,52.669998,1.245714,33.919998
2003-06-04,53.98,46.025002,24.99,22.950001,36.970001,6.81875,84.0,52.970001,1.235714,33.650002
2003-06-05,52.5,45.880001,24.469998999999998,23.295,37.299999,6.9775,84.0,53.099998,1.246429,34.689999
2003-06-06,53.25,45.599998,24.440001000000002,23.43,37.290001000000004,6.99375,82.25,54.959998999999996,1.2671430000000001,35.77
2003-06-09,52.5,45.355,23.719998999999998,23.200001,37.259997999999996,6.93125,80.0,53.950001,1.21,34.599998
2003-06-10,52.779999,45.290001000000004,23.940001000000002,23.434998999999998,37.599998,6.91875,82.349998,54.400002,1.2064290000000002,34.0
2003-06-11,52.919998,45.41,24.67,23.190001000000002,37.75,6.97125,82.75,54.759997999999996,1.225,34.299999
2003-06-12,53.25,45.474998,24.969998999999998,23.254998999999998,38.200001,6.94375,84.800003,55.580002,1.253571,34.990002000000004
2003-06-13,53.450001,45.650002,25.200001,23.700001,38.189999,6.8875,84.150002,55.009997999999996,1.267857,34.849998
2003-06-16,53.0,45.799999,24.799999,23.725,37.93,6.81875,83.099998,54.470001,1.2571430000000001,34.950001
2003-06-17,54.549999,46.139998999999996,25.639999,24.049999,38.310001,6.88125,84.949997,54.389998999999996,1.315,35.990002000000004
2003-06-18,54.75,45.945,25.98,23.355,37.669998,6.9475,84.150002,54.849998,1.317857,35.599998
2003-06-19,55.5,45.75,26.09,23.4,37.299999,7.01625,84.949997,55.25,1.382857,35.25
2003-06-20,54.849998,45.424999,26.34,23.17,36.98,7.05,85.0,54.75,1.3821430000000001,34.849998
2003-06-23,54.099998,45.514998999999996,26.139999,23.139999,36.830002,7.0125,84.790001,54.049999,1.378571,34.549999
2003-06-24,53.349998,45.5,25.65,23.325001,36.939999,6.9525,82.949997,54.0,1.390714,33.75
2003-06-25,52.5,45.990002000000004,25.639999,23.59,36.84,7.11,83.550003,54.75,1.347143,34.299999
2003-06-26,52.220001,45.345001,25.389999,23.25,36.450001,7.1225,83.699997,53.799999,1.3357139999999998,34.0
2003-06-27,51.25,45.139998999999996,25.950001,23.424999,36.630001,6.76875,84.150002,54.5,1.378571,34.400002
2003-06-30,52.080002,44.709998999999996,25.940001000000002,23.174999,36.43,6.6375,83.900002,54.0,1.334286,34.25
2003-07-01,51.700001,44.52,25.59,23.125,35.950001,6.68625,81.400002,53.5,1.3478569999999999,33.84
2003-07-02,52.16,44.990002000000004,26.5,23.225,36.029999,6.73125,83.949997,54.759997999999996,1.359286,34.240002000000004
2003-07-03,52.900002,45.0,26.690001000000002,23.075001,36.099998,6.725,84.25,55.5,1.357143,33.799999
2003-07-07,53.23,45.049999,27.02,23.115,36.099998,6.695,84.800003,55.599998,1.3764290000000001,34.48
2003-07-08,52.470001,45.224998,27.26,22.475,35.849998,6.73,86.089996,56.5,1.3942860000000001,35.07
2003-07-09,52.150002,44.974998,27.559998999999998,22.049999,35.650002,6.68875,86.099998,56.700001,1.443571,35.48
2003-07-10,51.400002,44.25,27.25,21.99,35.860001000000004,6.65625,85.0,55.23,1.42,35.450001
2003-07-11,51.450001,44.169998,26.950001,21.674999,35.32,6.7125,84.099998,55.75,1.4042860000000001,35.209998999999996
2003-07-14,53.299999,44.299999,27.629998999999998,22.075001,35.619999,6.735,86.0,57.299999,1.429286,36.48
2003-07-15,53.950001,44.095001,27.469998999999998,22.15,35.400002,6.71875,86.150002,57.080002,1.43,37.540001000000004
2003-07-16,52.299999,44.0,27.559998999999998,21.725,35.27,6.61875,87.0,57.23,1.4264290000000002,38.259997999999996
2003-07-17,52.849998,44.25,27.139999,22.139999,34.919998,6.62375,82.699997,56.599998,1.442143,36.25
2003-07-18,52.450001,44.465,27.110001,22.459999,35.5,6.59375,83.849998,56.400002,1.4928569999999999,35.23
2003-07-21,52.68,44.775002,26.870001000000002,22.5,35.799999,6.48125,83.199997,56.849998,1.477857,35.099998
2003-07-22,51.299999,44.525002,26.280001000000002,22.6,35.41,6.3875,82.5,56.049999,1.4907139999999999,34.5
2003-07-23,51.970001,44.965,26.42,22.625,35.720001,6.4,82.0,56.919998,1.496429,35.099998
2003-07-24,52.5,44.584998999999996,26.780001000000002,22.594998999999998,35.740002000000004,6.6225,82.949997,57.0,1.5028569999999999,35.349998
2003-07-25,51.25,43.974998,26.280001000000002,22.254998999999998,35.25,6.5575,81.599998,55.52,1.457857,34.75
2003-07-28,51.759997999999996,44.57,26.940001000000002,22.459999,35.700001,6.56875,83.66999799999999,56.189999,1.535714,35.470001
2003-07-29,51.5,44.025002,26.879998999999998,22.375,35.75,6.49375,82.550003,56.16,1.4992860000000001,35.580002
2003-07-30,50.950001,43.950001,26.459999,22.6,35.68,6.48125,82.449997,55.75,1.483571,35.5
2003-07-31,51.599998,44.474998,26.6,22.735001,35.869999,6.43875,81.800003,56.25,1.481429,35.650002
2003-08-01,50.950001,44.0,26.33,22.25,35.57,6.4375,81.150002,55.720001,1.5,35.080002
2003-08-04,50.43,43.474998,26.15,22.25,35.5,6.3125,80.75,54.779999,1.466429,33.360001000000004
2003-08-05,50.740002000000004,44.125,26.309998999999998,22.424999,35.700001,6.3375,81.129997,55.400002,1.525,33.650002
2003-08-06,49.990002000000004,43.849998,25.540001,22.075001,35.400002,6.22625,79.699997,55.009997999999996,1.432857,33.0
2003-08-07,50.07,44.5,25.719998999999998,22.15,35.610001000000004,6.25875,79.690002,56.48,1.409286,32.759997999999996
2003-08-08,52.0,44.400002,25.879998999999998,22.450001,36.349998,6.32625,81.050003,57.32,1.4364290000000002,33.220001
2003-08-11,51.5,44.52,25.610001,22.4,36.5,6.59375,80.870003,57.880001,1.415714,32.990002000000004
2003-08-12,51.599998,44.75,25.709999,22.41,36.75,6.625,81.449997,58.049999,1.411429,33.470001
2003-08-13,51.299999,44.825001,25.790001,22.370001000000002,36.799999,6.74625,81.650002,58.5,1.4185709999999998,33.799999
2003-08-14,51.099998,44.73,25.66,22.35,36.75,6.7975,81.0,58.07,1.443571,33.43
2003-08-15,51.049999,44.674999,25.610001,22.559998999999998,36.939999,6.85,81.800003,58.049999,1.43,34.0
2003-08-18,50.869999,44.825001,25.559998999999998,22.504998999999998,36.860001000000004,6.90625,82.050003,58.5,1.4185709999999998,34.099998
2003-08-19,50.900002,44.200001,25.85,22.355,36.880001,6.90625,83.099998,59.049999,1.455,34.150002
2003-08-20,50.0,43.919998,26.299999,22.0,36.5,6.75875,82.0,58.450001,1.441429,34.68
2003-08-21,49.799999,43.689999,26.65,21.965,36.98,6.80625,83.389999,58.759997999999996,1.502143,35.049999
2003-08-22,49.490002000000004,43.599998,26.780001000000002,21.875,37.02,6.95,84.25,59.439999,1.557857,34.830002
2003-08-25,49.709998999999996,43.325001,26.309998999999998,21.725,36.349998,6.8675,82.849998,58.400002,1.484286,33.720001
2003-08-26,49.669998,43.439999,26.309998999999998,21.924999,36.77,6.90625,81.650002,58.73,1.482143,33.5
2003-08-27,49.310001,43.575001,26.51,22.115,37.099998,6.89625,82.0,59.25,1.493571,33.150002
2003-08-28,49.259997999999996,43.560001,26.5,21.860001,37.360001000000004,6.98125,82.0,59.25,1.523571,33.259997999999996
2003-08-29,49.139998999999996,43.485001000000004,26.459999,21.85,37.549999,7.0275,81.949997,59.049999,1.5857139999999998,33.959998999999996
2003-09-02,49.779999,43.580002,26.700001,21.715,37.790001000000004,7.1325,82.400002,58.959998999999996,1.618571,34.419998
2003-09-03,50.0,44.049999,27.42,21.889999,37.98,7.18625,86.239998,59.950001,1.628571,34.700001
2003-09-04,50.490002000000004,45.0,28.1,21.955,38.0,7.1625,86.33000200000001,60.049999,1.6542860000000001,34.869999
2003-09-05,50.869999,45.715,28.23,22.25,38.0,7.0875,87.0,59.099998,1.6235709999999999,34.490002000000004
2003-09-08,50.98,45.299999,28.389999,22.200001,38.099998,7.0375,88.449997,58.549999,1.6057139999999999,34.34
2003-09-09,51.25,45.549999,28.65,22.01,38.25,7.04375,89.199997,58.57,1.609286,34.5
2003-09-10,51.25,45.580002,28.030001000000002,22.254998999999998,38.099998,7.035,88.989998,56.560001,1.589286,33.919998
2003-09-11,52.299999,45.575001,27.66,22.575001,38.099998,6.9375,86.75,57.099998,1.589286,33.75
2003-09-12,52.029999,45.625,27.48,22.059998999999998,38.0,6.97375,87.599998,57.18,1.6078569999999999,33.52
2003-09-15,51.040001000000004,45.735001000000004,28.370001000000002,21.995001000000002,37.700001,6.96875,89.699997,57.5,1.629286,34.0
2003-09-16,50.849998,45.75,28.41,21.535,37.369999,7.09375,88.489998,57.970001,1.586429,33.889998999999996
2003-09-17,50.630001,46.09,28.76,21.459999,37.549999,7.10125,90.400002,58.169998,1.5978569999999999,34.599998
2003-09-18,50.200001,46.150002,28.49,21.700001,36.75,7.13125,90.629997,57.610001000000004,1.578571,34.869999
2003-09-19,50.740002000000004,46.625,29.76,21.799999,36.849998,7.5625,92.449997,57.540001000000004,1.6342860000000001,35.5
2003-09-22,50.099998,46.0,29.389999,21.59,36.650002,7.58125,92.239998,57.689999,1.584286,35.009997999999996
2003-09-23,50.349998,46.0,29.120001000000002,21.745001000000002,36.799999,7.60625,91.5,57.290001000000004,1.572857,34.990002000000004
2003-09-24,50.02,46.299999,29.610001,21.775,37.380001,7.625,91.08000200000001,57.220001,1.586429,35.5
2003-09-25,49.459998999999996,46.185001,28.469998999999998,21.49,37.099998,7.59375,89.400002,56.59,1.524286,35.0
2003-09-26,49.529999,46.0,28.27,21.5,37.0,7.5475,89.410004,56.700001,1.45,34.52
2003-09-29,49.18,45.875,28.41,21.504998999999998,36.779999,7.6375,89.25,57.27,1.535,34.400002
2003-09-30,49.709998999999996,46.375,28.59,21.475,36.77,7.62375,89.199997,56.880001,1.506429,34.599998
2003-10-01,49.709998999999996,46.41,28.030001000000002,21.5,36.919998,7.6,88.75,56.02,1.479286,34.700001
2003-10-02,50.389998999999996,46.775002,28.450001,21.975,37.349998,7.73375,89.550003,56.970001,1.485714,35.150002
2003-10-03,50.73,47.224998,29.16,22.565001000000002,37.900002,7.79875,91.0,57.950001,1.4992860000000001,35.68
2003-10-06,50.119999,47.349998,29.15,22.1,37.860001000000004,7.8875,90.739998,57.57,1.547857,35.200001
2003-10-07,50.040001000000004,47.005001,29.01,22.129998999999998,37.790001000000004,7.825,90.5,57.740002000000004,1.575,35.549999
2003-10-08,50.060001,47.299999,29.360001,22.200001,38.27,7.945,92.0,59.0,1.660714,36.200001
2003-10-09,50.200001,47.740002000000004,29.219998999999998,22.245001000000002,38.25,8.025,93.300003,59.18,1.6642860000000002,36.049999
2003-10-10,49.389998999999996,47.400002,28.91,21.895,38.099998,7.99,92.400002,58.450001,1.6785709999999998,35.700001
2003-10-13,49.700001,47.75,28.98,22.025,38.369999,7.93125,93.099998,58.43,1.695,35.560001
2003-10-14,50.630001,47.639998999999996,28.66,22.0,38.450001,7.98125,92.650002,58.869999,1.737143,36.5
2003-10-15,51.099998,47.825001,29.200001,22.575001,38.75,8.0875,93.900002,59.34,1.775,36.939999
2003-10-16,50.5,47.82,28.91,22.254998999999998,38.490002000000004,8.1125,89.269997,59.169998,1.7,36.549999
2003-10-17,50.860001000000004,48.25,29.280001000000002,22.594998999999998,38.91,8.08125,89.279999,59.599998,1.67,36.619999
2003-10-20,50.599998,48.0,28.950001,22.6,38.66,7.985,89.349998,59.0,1.614286,36.150002
2003-10-21,50.639998999999996,48.115002000000004,29.35,22.940001000000002,38.630001,7.9375,89.25,58.849998,1.665,36.599998
2003-10-22,50.200001,47.365002000000004,29.030001000000002,22.695,37.799999,7.94625,88.300003,58.970001,1.638571,35.07
2003-10-23,49.950001,47.630001,28.719998999999998,22.610001,37.099998,7.82875,87.599998,58.150002,1.6235709999999999,34.700001
2003-10-24,50.310001,47.345001,27.27,22.525,37.119999,7.85125,88.150002,58.709998999999996,1.611429,35.0
2003-10-27,50.349998,48.049999,26.91,22.700001,37.810001,7.74375,88.800003,58.110001000000004,1.625,35.25
2003-10-28,49.990002000000004,48.625,27.09,22.825001,37.98,7.78125,89.050003,57.790001000000004,1.611429,35.0
2003-10-29,50.5,48.75,27.16,22.690001000000002,38.0,7.975,89.599998,58.549999,1.679286,35.549999
2003-10-30,49.48,48.630001,27.01,22.924999,37.310001,7.98125,90.0,58.849998,1.713571,36.150002
2003-10-31,49.599998,48.965,26.370001000000002,23.004998999999998,36.450001,7.88875,90.709999,58.799999,1.6642860000000002,35.900002
2003-11-03,50.080002,48.924999,26.35,23.200001,36.919998,7.9875,89.900002,58.77,1.630714,36.220001
2003-11-04,49.349998,48.75,26.59,23.25,36.52,7.9625,89.68,58.82,1.647857,36.299999
2003-11-05,48.950001,48.549999,26.15,23.385,36.240002000000004,7.91875,88.519997,58.66,1.63,36.560001
2003-11-06,49.099998,48.424999,26.26,23.450001,35.900002,7.9075,88.33000200000001,57.919998,1.6364290000000001,36.540001000000004
2003-11-07,48.970001,48.779999,26.379998999999998,23.375,35.900002,7.835,89.400002,58.75,1.6564290000000002,36.34
2003-11-10,48.799999,48.349998,26.120001000000002,23.225,35.560001,7.85,89.550003,58.349998,1.6035709999999999,36.009997999999996
2003-11-11,48.740002000000004,48.005001,26.01,23.315001000000002,36.119999,7.735,90.0,58.130001,1.564286,35.549999
2003-11-12,49.439999,47.759997999999996,25.85,23.18,36.099998,7.74625,89.449997,58.279999,1.534286,36.099998
2003-11-13,49.41,48.0,25.860001,23.325001,35.990002000000004,7.745,90.400002,56.349998,1.576429,35.810001
2003-11-14,50.68,48.035,25.700001,23.385,36.349998,7.73,91.019997,55.52,1.6057139999999999,35.700001
2003-11-17,51.5,47.720001,25.389999,23.23,35.52,7.71875,89.900002,55.0,1.525,35.200001
2003-11-18,51.93,48.0,25.33,23.26,35.549999,7.7525,89.91999799999999,55.009997999999996,1.515,35.419998
2003-11-19,51.900002,47.75,25.290001,23.299999,35.060001,7.71875,88.32,54.599998,1.4685709999999998,34.889998999999996
2003-11-20,52.049999,47.900002,25.17,23.375,35.25,7.6625,89.300003,55.150002,1.435714,34.740002000000004
2003-11-21,51.490002000000004,47.849998,25.33,23.184998999999998,35.639998999999996,7.8125,88.400002,55.200001,1.452857,34.849998
2003-11-24,50.130001,47.950001,25.33,23.195,35.48,7.975,89.029999,55.150002,1.464286,35.169998
2003-11-25,51.23,48.400002,25.870001000000002,23.15,35.5,8.15625,89.660004,56.0,1.516429,35.150002
2003-11-26,50.720001,48.525002,25.610001,23.165001,35.900002,8.3975,89.790001,56.02,1.492143,35.299999
2003-11-28,49.25,47.904999,25.5,23.125,36.419998,8.425,89.900002,55.599998,1.484286,35.299999
2003-12-01,50.299999,48.174999,25.9,23.325001,36.5,8.43125,90.900002,55.639998999999996,1.5028569999999999,35.610001000000004
2003-12-02,49.490002000000004,48.380001,25.950001,23.455,36.32,8.48125,90.57,54.330002,1.542857,35.700001
2003-12-03,49.200001,48.325001,25.82,23.5,36.450001,8.41125,91.150002,53.290001000000004,1.538571,35.810001
2003-12-04,49.27,48.275002,25.719998999999998,23.625,36.32,8.28125,90.050003,53.139998999999996,1.495714,35.650002
2003-12-05,49.580002,48.255001,25.959999,23.424999,37.130001,8.1625,91.300003,52.849998,1.4928569999999999,35.169998
2003-12-08,49.360001000000004,48.209998999999996,26.120001000000002,23.375,36.900002,8.175,90.519997,53.48,1.484286,34.73
2003-12-09,50.150002,48.424999,26.440001000000002,23.73,37.700001,8.2475,91.150002,53.5,1.512143,35.459998999999996
2003-12-10,50.009997999999996,48.235001000000004,26.450001,23.83,37.82,8.13125,90.690002,52.900002,1.4607139999999998,34.759997999999996
2003-12-11,49.900002,48.439999,26.59,24.07,37.970001,7.96875,91.959999,53.150002,1.4464290000000002,34.82
2003-12-12,48.790001000000004,47.994999,26.690001000000002,24.25,37.939999,8.09375,92.699997,52.98,1.522857,35.16
2003-12-15,50.099998,48.560001,27.049999,24.905001000000002,37.91,8.20625,93.43,53.07,1.535,35.5
2003-12-16,49.330002,49.349998,26.83,24.985001,37.950001,8.125,92.110001,51.0,1.442143,35.400002
2003-12-17,49.299999,49.32,27.040001,25.275,38.630001,8.12375,93.849998,51.310001,1.434286,35.73
2003-12-18,49.200001,49.25,27.1,24.985001,39.0,8.2525,93.0,52.889998999999996,1.421429,35.740002000000004
2003-12-19,50.200001,49.720001,27.49,25.014999,39.490002000000004,8.3125,93.230003,52.689999,1.442143,35.75
2003-12-22,50.080002,48.799999,27.16,25.025,39.349998,8.3975,92.83000200000001,52.099998,1.403571,35.77
2003-12-23,50.23,49.125,27.17,25.075001,39.25,8.43625,93.07,52.900002,1.422857,36.060001
2003-12-24,50.549999,49.075001,27.139999,25.004998999999998,39.619999,8.48125,92.800003,52.830002,1.408571,36.18
2003-12-26,50.560001,49.025002,27.049999,24.975,39.810001,8.44375,92.370003,52.32,1.453571,36.27
2003-12-29,50.849998,49.049999,27.209999,24.945,40.099998,8.5125,93.099998,52.68,1.493571,36.27
2003-12-30,51.25,49.599998,27.41,25.0,40.580002,8.48,93.269997,52.950001,1.512857,36.540001000000004
2003-12-31,51.290001000000004,49.735001000000004,27.42,25.26,40.93,8.5,92.660004,52.950001,1.525,36.799999
2004-01-02,51.66,49.825001,27.58,25.4,41.02,8.5875,92.860001,53.349998,1.5392860000000002,36.560001
2004-01-05,52.0,49.494999,27.73,25.174999,41.099998,8.43125,92.0,52.799999,1.53,36.66
2004-01-06,51.709998999999996,49.41,28.190001000000002,25.110001,41.52,8.43125,92.199997,52.349998,1.589286,37.150002
2004-01-07,51.650002,49.25,28.17,25.1,41.080002,8.43875,93.139999,53.34,1.578571,37.5
2004-01-08,51.75,49.895,28.389999,24.905001000000002,40.91,8.49625,93.209999,54.139998999999996,1.631429,38.099998
2004-01-09,51.900002,49.439999,28.030001000000002,25.059998999999998,40.450001,8.54625,91.75,53.150002,1.659286,38.400002
